"--------OOXXXXX-O--O-----","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","-","O","-","-","O","-","-","-","-","-"
"--------OOXXXXX-O-O------","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","-","O","-","O","-","-","-","-","-","-"
"--------OOXXXXX-OO-------","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","-","O","O","-","-","-","-","-","-","-"
"--------OOXXXXXO--------O","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","O","-","-","-","-","-","-","-","-","O"
"--------OOXXXXXO-------O-","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","O","-","-","-","-","-","-","-","O","-"
"--------OOXXXXXO------O--","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","O","-","-","-","-","-","-","O","-","-"
"--------OOXXXXXO-----O---","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","O","-","-","-","-","-","O","-","-","-"
"--------OOXXXXXO----O----","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","O","-","-","-","-","O","-","-","-","-"
"--------OOXXXXXO---O-----","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","O","-","-","-","O","-","-","-","-","-"
"--------OOXXXXXO--O------","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","O","-","-","O","-","-","-","-","-","-"
"--------OOXXXXXO-O-------","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","O","-","O","-","-","-","-","-","-","-"
"--------OOXXXXXOO--------","X","-","-","-","-","-","-","-","-","O","O","X","X","X","X","X","O","O","-","-","-","-","-","-","-","-"
"-------O---------OOOXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","-","-","O","O","O","X","X","X","X","X"
"-------O--------O-OOXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","-","O","-","O","O","X","X","X","X","X"
"-------O--------OO-OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","-","O","O","-","O","X","X","X","X","X"
"-------O--------OOO-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","-","O","O","O","-","X","X","X","X","X"
"-------O-------O--OOXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","O","-","-","O","O","X","X","X","X","X"
"-------O-------O-O-OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","O","-","O","-","O","X","X","X","X","X"
"-------O-------XXXXX--OOO","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","X","X","X","X","X","-","-","O","O","O"
"-------O-------XXXXX-O-OO","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","X","X","X","X","X","-","O","-","O","O"
"-------O-------XXXXX-OO-O","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","X","X","X","X","X","-","O","O","-","O"
"-------O-------XXXXX-OOO-","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","X","X","X","X","X","-","O","O","O","-"
"-------O-------XXXXXO--OO","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","X","X","X","X","X","O","-","-","O","O"
"-------O-------XXXXXO-O-O","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","-","X","X","X","X","X","O","-","O","-","O"
"-------O------O---OOXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","-","-","-","O","O","X","X","X","X","X"
"-------O------O--O-OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","-","-","O","-","O","X","X","X","X","X"
"-------O------O--OO-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","-","-","O","O","-","X","X","X","X","X"
"-------O------O-O--OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","-","O","-","-","O","X","X","X","X","X"
"-------O------O-O-O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","-","O","-","O","-","X","X","X","X","X"
"-------O------O-OO--XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","-","O","O","-","-","X","X","X","X","X"
"-------O------OO---OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","O","-","-","-","O","X","X","X","X","X"
"-------O------OO--O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","O","-","-","O","-","X","X","X","X","X"
"-------O------OO-O--XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","O","-","O","-","-","X","X","X","X","X"
"-------O------OOO---XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","O","O","-","-","-","X","X","X","X","X"
"-------O------OXXXXX---OO","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","-","-","-","O","O"
"-------O------OXXXXX--O-O","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","-","-","O","-","O"
"-------O------OXXXXX--OO-","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","-","-","O","O","-"
"-------O------OXXXXX-O--O","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","-","O","-","-","O"
"-------O------OXXXXX-O-O-","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","-","O","-","O","-"
"-------O------OXXXXX-OO--","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","-","O","O","-","-"
"-------O------OXXXXXO---O","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","O","-","-","-","O"
"-------O------OXXXXXO--O-","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","O","-","-","O","-"
"-------O------OXXXXXO-O--","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","O","-","O","-","-"
"-------O------OXXXXXOO---","X","-","-","-","-","-","-","-","O","-","-","-","-","-","-","O","X","X","X","X","X","O","O","-","-","-"
"-------O-----O----OOXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","-","-","-","O","O","X","X","X","X","X"
"-------O-----O---O-OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","-","-","O","-","O","X","X","X","X","X"
"-------O-----O---OO-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","-","-","O","O","-","X","X","X","X","X"
"-------O-----O--O--OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","-","O","-","-","O","X","X","X","X","X"
"-------O-----O--O-O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","-","O","-","O","-","X","X","X","X","X"
"-------O-----O--OO--XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","-","O","O","-","-","X","X","X","X","X"
"-------O-----O-O---OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","O","-","-","-","O","X","X","X","X","X"
"-------O-----O-O--O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","O","-","-","O","-","X","X","X","X","X"
"-------O-----O-O-O--XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","O","-","O","-","-","X","X","X","X","X"
"-------O-----O-OO---XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","O","O","-","-","-","X","X","X","X","X"
"-------O-----O-XXXXX---OO","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","-","-","-","O","O"
"-------O-----O-XXXXX--O-O","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","-","-","O","-","O"
"-------O-----O-XXXXX--OO-","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","-","-","O","O","-"
"-------O-----O-XXXXX-O--O","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","-","O","-","-","O"
"-------O-----O-XXXXX-O-O-","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","-","O","-","O","-"
"-------O-----O-XXXXX-OO--","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","-","O","O","-","-"
"-------O-----O-XXXXXO---O","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","O","-","-","-","O"
"-------O-----O-XXXXXO--O-","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","O","-","-","O","-"
"-------O-----O-XXXXXO-O--","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","O","-","O","-","-"
"-------O-----O-XXXXXOO---","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","-","X","X","X","X","X","O","O","-","-","-"
"-------O-----OO----OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","-","-","-","-","O","X","X","X","X","X"
"-------O-----OO---O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","-","-","-","O","-","X","X","X","X","X"
"-------O-----OO--O--XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","-","-","O","-","-","X","X","X","X","X"
"-------O-----OO-O---XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","-","O","-","-","-","X","X","X","X","X"
"-------O-----OOO----XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","O","-","-","-","-","X","X","X","X","X"
"-------O-----OOXXXXX----O","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","X","X","X","X","X","-","-","-","-","O"
"-------O-----OOXXXXX---O-","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","X","X","X","X","X","-","-","-","O","-"
"-------O-----OOXXXXX--O--","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","X","X","X","X","X","-","-","O","-","-"
"-------O-----OOXXXXX-O---","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","X","X","X","X","X","-","O","-","-","-"
"-------O-----OOXXXXXO----","X","-","-","-","-","-","-","-","O","-","-","-","-","-","O","O","X","X","X","X","X","O","-","-","-","-"
"-------O----O-----OOXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","-","-","-","O","O","X","X","X","X","X"
"-------O----O----O-OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","-","-","O","-","O","X","X","X","X","X"
"-------O----O----OO-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","-","-","O","O","-","X","X","X","X","X"
"-------O----O---O--OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","-","O","-","-","O","X","X","X","X","X"
"-------O----O---O-O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","-","O","-","O","-","X","X","X","X","X"
"-------O----O--O---OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","O","-","-","-","O","X","X","X","X","X"
"-------O----O--XXXXX---OO","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","O"
"-------O----O--XXXXX--O-O","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","O"
"-------O----O--XXXXX--OO-","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","O","-"
"-------O----O--XXXXX-O--O","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","-","O"
"-------O----O--XXXXX-O-O-","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","O","-"
"-------O----O--XXXXXO---O","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","-","X","X","X","X","X","O","-","-","-","O"
"-------O----O-O----OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","-","-","-","-","O","X","X","X","X","X"
"-------O----O-O---O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","-","-","-","O","-","X","X","X","X","X"
"-------O----O-O--O--XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","-","-","O","-","-","X","X","X","X","X"
"-------O----O-O-O---XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","-","O","-","-","-","X","X","X","X","X"
"-------O----O-OO----XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","O","-","-","-","-","X","X","X","X","X"
"-------O----O-OXXXXX----O","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","X","X","X","X","X","-","-","-","-","O"
"-------O----O-OXXXXX---O-","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","X","X","X","X","X","-","-","-","O","-"
"-------O----O-OXXXXX--O--","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","X","X","X","X","X","-","-","O","-","-"
"-------O----O-OXXXXX-O---","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","X","X","X","X","X","-","O","-","-","-"
"-------O----O-OXXXXXO----","X","-","-","-","-","-","-","-","O","-","-","-","-","O","-","O","X","X","X","X","X","O","-","-","-","-"
"-------O----OO-----OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","-","-","-","-","O","X","X","X","X","X"
"-------O----OO----O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","-","-","-","O","-","X","X","X","X","X"
"-------O----OO---O--XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","-","-","O","-","-","X","X","X","X","X"
"-------O----OO--O---XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","-","O","-","-","-","X","X","X","X","X"
"-------O----OO-O----XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","O","-","-","-","-","X","X","X","X","X"
"-------O----OO-XXXXX----O","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","X","X","X","X","X","-","-","-","-","O"
"-------O----OO-XXXXX---O-","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","X","X","X","X","X","-","-","-","O","-"
"-------O----OO-XXXXX--O--","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","X","X","X","X","X","-","-","O","-","-"
"-------O----OO-XXXXX-O---","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","X","X","X","X","X","-","O","-","-","-"
"-------O----OO-XXXXXO----","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","-","X","X","X","X","X","O","-","-","-","-"
"-------O----OOO-----XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","O","-","-","-","-","-","X","X","X","X","X"
"-------O----OOOXXXXX-----","X","-","-","-","-","-","-","-","O","-","-","-","-","O","O","O","X","X","X","X","X","-","-","-","-","-"
"-------O---O--O----OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","-","-","-","-","O","X","X","X","X","X"
"-------O---O--O---O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","-","-","-","O","-","X","X","X","X","X"
"-------O---O--O--O--XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","-","-","O","-","-","X","X","X","X","X"
"-------O---O--O-O---XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","-","O","-","-","-","X","X","X","X","X"
"-------O---O--OO----XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","O","-","-","-","-","X","X","X","X","X"
"-------O---O--OXXXXX----O","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","X","X","X","X","X","-","-","-","-","O"
"-------O---O--OXXXXX---O-","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","X","X","X","X","X","-","-","-","O","-"
"-------O---O--OXXXXX--O--","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","X","X","X","X","X","-","-","O","-","-"
"-------O---O--OXXXXX-O---","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","X","X","X","X","X","-","O","-","-","-"
"-------O---O--OXXXXXO----","X","-","-","-","-","-","-","-","O","-","-","-","O","-","-","O","X","X","X","X","X","O","-","-","-","-"
"-------O---O-O-----OXXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","-","O","-","-","-","-","-","O","X","X","X","X","X"
"-------O---O-O----O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","-","O","-","-","-","-","O","-","X","X","X","X","X"
"-------O---O-O---O--XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","-","O","-","-","-","O","-","-","X","X","X","X","X"
"-------O---O-O-XXXXX----O","X","-","-","-","-","-","-","-","O","-","-","-","O","-","O","-","X","X","X","X","X","-","-","-","-","O"
"-------O---O-O-XXXXX---O-","X","-","-","-","-","-","-","-","O","-","-","-","O","-","O","-","X","X","X","X","X","-","-","-","O","-"
"-------O---O-O-XXXXX--O--","X","-","-","-","-","-","-","-","O","-","-","-","O","-","O","-","X","X","X","X","X","-","-","O","-","-"
"-------O---O-OO-----XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","-","O","O","-","-","-","-","-","X","X","X","X","X"
"-------O---O-OOXXXXX-----","X","-","-","-","-","-","-","-","O","-","-","-","O","-","O","O","X","X","X","X","X","-","-","-","-","-"
"-------O---OO-O-----XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","O","-","O","-","-","-","-","-","X","X","X","X","X"
"-------O---OO-OXXXXX-----","X","-","-","-","-","-","-","-","O","-","-","-","O","O","-","O","X","X","X","X","X","-","-","-","-","-"
"-------O---OOO------XXXXX","X","-","-","-","-","-","-","-","O","-","-","-","O","O","O","-","-","-","-","-","-","X","X","X","X","X"
"-------O---OOO-XXXXX-----","X","-","-","-","-","-","-","-","O","-","-","-","O","O","O","-","X","X","X","X","X","-","-","-","-","-"
"-------O--O---O----OXXXXX","X","-","-","-","-","-","-","-","O","-","-","O","-","-","-","O","-","-","-","-","O","X","X","X","X","X"
"-------O--O---O---O-XXXXX","X","-","-","-","-","-","-","-","O","-","-","O","-","-","-","O","-","-","-","O","-","X","X","X","X","X"
"-------O--O---O--O--XXXXX","X","-","-","-","-","-","-","-","O","-","-","O","-","-","-","O","-","-","O","-","-","X","X","X","X","X"
"-------O--O---OXXXXX----O","X","-","-","-","-","-","-","-","O","-","-","O","-","-","-","O","X","X","X","X","X","-","-","-","-","O"
"-------O--O---OXXXXX---O-","X","-","-","-","-","-","-","-","O","-","-","O","-","-","-","O","X","X","X","X","X","-","-","-","O","-"
"-------O--O---OXXXXX--O--","X","-","-","-","-","-","-","-","O","-","-","O","-","-","-","O","X","X","X","X","X","-","-","O","-","-"
"-------O--O--OO-----XXXXX","X","-","-","-","-","-","-","-","O","-","-","O","-","-","O","O","-","-","-","-","-","X","X","X","X","X"
"-------O--O--OOXXXXX-----","X","-","-","-","-","-","-","-","O","-","-","O","-","-","O","O","X","X","X","X","X","-","-","-","-","-"
"-------O--O-O-O-----XXXXX","X","-","-","-","-","-","-","-","O","-","-","O","-","O","-","O","-","-","-","-","-","X","X","X","X","X"
"-------O--O-O-OXXXXX-----","X","-","-","-","-","-","-","-","O","-","-","O","-","O","-","O","X","X","X","X","X","-","-","-","-","-"
"-------O--XXXXX-------OOO","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","-","-","-","O","O","O"
"-------O--XXXXX------O-OO","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","-","-","O","-","O","O"
"-------O--XXXXX------OO-O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","-","-","O","O","-","O"
"-------O--XXXXX------OOO-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","-","-","O","O","O","-"
"-------O--XXXXX-----O--OO","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","-","O","-","-","O","O"
"-------O--XXXXX-----O-O-O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","-","O","-","O","-","O"
"-------O--XXXXX----O---OO","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","-","-","-","O","O"
"-------O--XXXXX----O--O-O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","-","-","O","-","O"
"-------O--XXXXX----O--OO-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","-","-","O","O","-"
"-------O--XXXXX----O-O--O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","-","O","-","-","O"
"-------O--XXXXX----O-O-O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","-","O","-","O","-"
"-------O--XXXXX----O-OO--","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","-","O","O","-","-"
"-------O--XXXXX----OO---O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","O","-","-","-","O"
"-------O--XXXXX----OO--O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","O","-","-","O","-"
"-------O--XXXXX----OO-O--","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","O","-","O","-","-"
"-------O--XXXXX----OOO---","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","-","O","O","O","-","-","-"
"-------O--XXXXX---O----OO","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","-","-","-","O","O"
"-------O--XXXXX---O---O-O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","-","-","O","-","O"
"-------O--XXXXX---O---OO-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","-","-","O","O","-"
"-------O--XXXXX---O--O--O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","-","O","-","-","O"
"-------O--XXXXX---O--O-O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","-","O","-","O","-"
"-------O--XXXXX---O--OO--","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","-","O","O","-","-"
"-------O--XXXXX---O-O---O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","O","-","-","-","O"
"-------O--XXXXX---O-O--O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","O","-","-","O","-"
"-------O--XXXXX---O-O-O--","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","O","-","O","-","-"
"-------O--XXXXX---O-OO---","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","-","O","O","-","-","-"
"-------O--XXXXX---OO----O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","O","-","-","-","-","O"
"-------O--XXXXX---OO---O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","O","-","-","-","O","-"
"-------O--XXXXX---OO--O--","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","O","-","-","O","-","-"
"-------O--XXXXX---OO-O---","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","O","-","O","-","-","-"
"-------O--XXXXX---OOO----","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","-","O","O","O","-","-","-","-"
"-------O--XXXXX--O-----OO","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","-","-","-","-","O","O"
"-------O--XXXXX--O----O-O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","-","-","-","O","-","O"
"-------O--XXXXX--O----OO-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","-","-","-","O","O","-"
"-------O--XXXXX--O---O--O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","-","-","O","-","-","O"
"-------O--XXXXX--O---O-O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","-","-","O","-","O","-"
"-------O--XXXXX--O--O---O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","-","O","-","-","-","O"
"-------O--XXXXX--O-O----O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","O","-","-","-","-","O"
"-------O--XXXXX--O-O---O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","O","-","-","-","O","-"
"-------O--XXXXX--O-O--O--","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","O","-","-","O","-","-"
"-------O--XXXXX--O-O-O---","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","O","-","O","-","-","-"
"-------O--XXXXX--O-OO----","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","-","O","O","-","-","-","-"
"-------O--XXXXX--OO-----O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","O","-","-","-","-","-","O"
"-------O--XXXXX--OO----O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","O","-","-","-","-","O","-"
"-------O--XXXXX--OO---O--","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","O","-","-","-","O","-","-"
"-------O--XXXXX--OO--O---","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","O","-","-","O","-","-","-"
"-------O--XXXXX--OO-O----","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","O","-","O","-","-","-","-"
"-------O--XXXXX--OOO-----","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","-","O","O","O","-","-","-","-","-"
"-------O--XXXXX-O--O----O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","-","O","-","-","-","-","O"
"-------O--XXXXX-O--O---O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","-","O","-","-","-","O","-"
"-------O--XXXXX-O--O--O--","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","-","O","-","-","O","-","-"
"-------O--XXXXX-O--O-O---","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","-","O","-","O","-","-","-"
"-------O--XXXXX-O--OO----","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","-","O","O","-","-","-","-"
"-------O--XXXXX-O-O-----O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","O","-","-","-","-","-","O"
"-------O--XXXXX-O-O----O-","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","O","-","-","-","-","O","-"
"-------O--XXXXX-O-O---O--","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","O","-","-","-","O","-","-"
"-------O--XXXXX-O-OO-----","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","-","O","O","-","-","-","-","-"
"-------O--XXXXX-OO-O-----","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","O","-","O","-","-","-","-","-"
"-------O--XXXXX-OOO------","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","-","O","O","O","-","-","-","-","-","-"
"-------O--XXXXXO---O----O","X","-","-","-","-","-","-","-","O","-","-","X","X","X","X","X","O","-","-","-","O","-","-","-","-","O"
